34.98300013,63.13329964,2997
34.5167011,65.25000063,15000
31.58299802,64.35999955,201546
31.11200108,61.88699752,49851
32.63329815,65.86669865,10000
32.85000016,68.41670453,13737
34.86600004,71.15000459,48400
36.72999904,69.54000364,64256
35.01669608,69.33330065,7407
34.65000001,70.16670052,17345
33.9667021,68.96670354,22305
36.26100015,68.04000051,24000
34.45000209,68.79999663,35008
34.48676963,62.59177608,14388.5
36.65798077,65.73830237,74441
35.95107302,68.70111894,41029
36.75011985,66.89973018,147426
35.93022158,64.77009273,199795
36.93165916,65.10149369,50469
32.11226341,66.8867594,12191
33.56331179,68.41782873,129892.5
37.12976076,70.57924719,52490
36.72795066,68.87252966,210855.5
34.44152692,70.43610347,401697
35.01826174,69.16791215,53676
33.60005373,69.21462764,82680.5
34.82106447,67.52103593,61863
36.13933026,68.69925858,163598.5
32.39172955,62.09681921,58604
34.33000917,62.16999304,439232.5
36.69999371,67.10002803,365432.5
31.61002016,65.69494584,613871
34.51669029,69.18326005,3160266
60.09699618,19.94900447,10682
41.51899817,19.79700359,21286
40.73000402,19.5730026,69747.5
40.94000113,19.71600348,41469
42.03330302,19.88330448,6495
42.33330007,20.08330257,7967
42.08300107,20.43399653,17832
39.87700212,19.99999859,15147
40.33330213,20.68329651,7890
40.89999612,20.66400062,35000
40.61667601,20.76666353,58259
40.70999705,19.97199958,46866
40.51670403,20.23329663,14046
40.86669601,20.19999652,11556
41.20000211,20.3667036,12691
40.2832981,20.03329854,11955
40.23399605,20.35199756,10686
40.07899809,20.14900256,23437
41.6833021,20.43330349,14848
41.62599908,20.01600053,15405
41.78799914,19.65400254,18695
41.78330106,19.81670459,10064
40.47736005,19.49823075,89508.5
41.12150677,20.08382808,132956.5
41.3177997,19.44820797,132233
42.06845156,19.51884965,122006
41.32754071,19.81888301,658318
36.82199703,5.76600356,148000
36.80000111,4.033332556,144000
36.05900401,4.629996466,134500
35.7000031,4.545000584,125000
36.46600213,7.427997486,123590
35.84999715,7.149996522,100821
29.23652163,0.269998737,26568
35.19034426,-0.639971559,200186.5
34.89041424,-1.32000757,181059
32.04926984,-1.251381268,5628
31.01708478,-2.733306317,14364
32.76041506,-0.579949383,51118
36.88042198,6.899981647,193941.5
24.5529057,9.482252969,666
28.0503408,9.550000772,216
23.69394004,5.164738727,3030
33.6903583,1.009953571,67413
33.37040367,6.859984089,177497
31.70234011,6.054451862,18124
36.17041363,1.319960489,449167
35.40040895,0.14003251,108230
35.940376,0.089983885,159177
34.84039146,0.14003251,134855
35.38043601,1.319960489,184195
36.76037762,5.070015827,274520
36.4203467,2.829997517,388174
36.38047833,3.900009724,110144
36.27040753,2.770001179,145863.5
36.29038047,7.949995075,134947
35.41043418,8.120010537,171742
27.86999005,-0.289967083,56910
26.69998395,0.166645873,22351.5
31.61110537,-2.230003704,142415.5
27.67418805,-8.147782025,18270
26.48335634,8.466604369,7293
25.2799931,3.749993041,423251
27.21664492,2.466608845,28632
30.56662132,2.883327595,32049
33.80998924,2.880020303,108279
33.0999809,6.05998124,91499
31.96997235,5.340025186,176271
34.85997683,5.73002722,202103
34.67998781,3.250023558,170901
36.18002545,5.399969847,274744
35.56995933,6.170000365,269467
36.92000612,7.759980834,355047
36.35998863,6.599948281,527638
35.71000246,-0.61997278,721992
22.78500327,5.522804727,71808
32.48999229,3.669997923,125480
36.7630648,3.05055253,2665831.5
-14.2766105,-170.7066451,12038
42.50000144,1.516485961,38127
-18.01953449,21.42999914,100
-8.419603659,20.74001542,25578
-9.4195943,18.43002722,79842.5
-9.659579652,20.39001094,40907
-10.59962563,21.31998002,2324
-10.14962726,19.2600024,984
-8.579542217,13.65998246,15665.5
-8.189591859,15.37000728,12731
-9.299549948,14.90998368,8144
-10.72959186,14.97995357,5248.5
-9.999610577,14.90001013,795
-11.35952757,15.1199967,11519.5
-7.349591452,14.84998734,10579
-6.269605694,14.23999874,42201
-7.229598776,12.86003129,19705.5
-6.129614239,12.36998368,65329
-5.55962319,12.18999467,78905.5
-11.31958169,16.19998246,531
-12.01959064,17.46998246,19489
-13.03958006,14.23999874,4837
-15.7895414,20.36003861,30000
-15.15960569,19.16998205,149
-17.36954832,22.99998083,150
-17.06961831,15.73003699,8748
-17.31962889,13.92001827,468.5
-15.74959552,14.0800085,1502
-15.1896297,13.69000647,1411
-14.82954832,14.55000565,186
-10.7095414,22.23000199,9964
-13.69959145,19.86001745,1307
-14.09961871,21.44002437,25
-11.88957273,22.90003861,298
-7.380028871,20.82998409,11985
-7.85498696,13.12502803,17000
